yr,ComboNe,lowerCI,upperCI,LD_weight,temporal_weight
1996,615.194673400049,379.642355022139,1620.88899445098,0.799420040182365,0.200579959817635
1997,828.832399579626,488.465922090095,2733.6792748328,0.654586986947012,0.345413013052988
1998,1903.03965529269,893.48140929361,-14648.3191772959,0.812681746031845,0.187318253968155
1999,1242.19456439062,582.83001777546,-9459.62941198405,0.854862344843664,0.145137655156336
